Attribute Name,AVP Code,Section defined,Value Type,MUST,MAY,SHOULD NOT,MUST NOT
Restoration-Info,649,6.3.52,Grouped,V,,,M
Session-Priority,650,6.3.56,Enumerated,V,,,M
Identity-with-Emergency-Registration,651,6.3.57,Grouped,V,,,M
Priviledged-Sender-Indication,652,6.3.58,Enumerated,V,,,M
LIA-Flags,653,6.3.59,Unsigned32,V,,,M
Initial-CSeq-Sequence-Number,654,6.3.62,Unsigned32,V,,,M
SAR-Flags,655,6.3.63,Unsigned32,V,,,M
Allowed-WAF-WWSF-Identities,656,6.3.64,Grouped,V,,,M
WebRTC-Authentication-Function-Name,657,6.3.65,UTF8String,V,,,M
WebRTC-Web-Server-Function-Name,658,6.3.66,UTF8String,V,,,M
RTR-Flags,659,6.3.69,Unsigned32,V,,,M
,,,,,,,
@standard,3GPP TS 29.234,,,,,,
#=,,,,,,,
# 3GPP TS 29.234 V11.2.0 (2013-06),,,,,,,
# 3GPP system to Wireless Local Area Network (WLAN),,,,,,,
# interworking;,,,,,,,
# Stage 3,,,,,,,
# ,,,,,,,
# From 3GPP 29234-b20.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.234 Table 10.1.1: Diameter Multimedia Application AVPs,,,,,,,
#=,,,,,,,
#,,,,,,,
3GPP-WLAN-APN-Id,100,10.1.15,OctetString,"M, V",,,
Authentication-Method,300,10.1.5,Enumerated,"M, V",,,
Authentication-Information-SIM,301,10.1.6,OctetString,"M, V",,,
Authorization-Information-SIM,302,10.1.7,OctetString,"M,V",,,
WLAN-User-Data,303,10.1.8,Grouped,"M, V",,,
Charging-Data,304,10.1.10,Grouped,"M, V",,,
WLAN-Access,305,10.1.11,Enumerated,"M, V",,,
WLAN-3GPP-IP-Access,306,10.1.12,Enumerated,"M, V",,,
APN-Authorized,307,10.1.14,Grouped,"M, V",,,
# Note: APN-Id (308) OctetString removed in 3GPP TS 29.234 V6.5.0 (2005-12).,,,,,,,
#,,,,,,,
APN-Barring-Type,309,10.1.16,Enumerated,"M, V",,,
WLAN-Direct-IP-Access,310,10.1.17,Enumerated,"M, V",,,
Session-Request-Type,311,10.1.23,Enumerated,"M, V",,,
Routing-Policy,312,10.1.24,IPFilterRule,"M, V",,,
Max-Requested-Bandwidth,313,10.1.26,OctetString,"M, V",,,
Charging-Characteristics,314,10.1.27,Integer32,"M, V",,,
Charging-Nodes,315,10.1.28,Grouped,"M, V",,,
Primary-OCS-Charging-Function-Name,316,10.1.29,DiameterIdentity,"M, V",,,
Secondary-OCS-Charging-Function-Name,317,10.1.30,DiameterIdentity,"M, V",,,
# Note: 3GPP TS 29.273 from Release 12 now defines 3GPP-AAA-Server-Name (318).,,,,,,,
# ,,,,,,,
Maximum-Number-Accesses,319,10.1.38,Unsigned32,"M, V",,,
,,,,,,,
@standard,3GPP TS 29.272,,,,,,
#=,,,,,,,
# 3GPP TS 29.272 V15.10.0 (2019-12),,,,,,,
# Mobility Management Entity (MME),,,,,,,
# and Serving GPRS Support Node (SGSN) related interfaces,,,,,,,
# based on Diameter protocol,,,,,,,
# ,,,,,,,
# From 3GPP 29272-fa0.docx,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
"# 3GPP TS 29.272 Table 7.3.1/1: S6a/S6d, S7a/S7d and S13/S13' specific DiameterAVPs",,,,,,,
#=,,,,,,,
#,,,,,,,
Subscription-Data,1400,7.3.2,Grouped,"M,V",,,
Terminal-Information,1401,7.3.3,Grouped,"M,V",,,
IMEI,1402,7.3.4,UTF8String,"M,V",,,
Software-Version,1403,7.3.5,UTF8String,"M,V",,,
QoS-Subscribed,1404,7.3.77,OctetString,"M,V",,,
ULR-Flags,1405,7.3.7,Unsigned32,"M,V",,,
ULA-Flags,1406,7.3.8,Unsigned32,"M,V",,,
Visited-PLMN-Id,1407,7.3.9,OctetString,"M,V",,,
Requested-EUTRAN-Authentication-Info,1408,7.3.11,Grouped,"M,V",,,
Requested-UTRAN-GERAN-Authentication-Info,1409,7.3.12,Grouped,"M,V",,,
Number-Of-Requested-Vectors,1410,7.3.14,Unsigned32,"M,V",,,
Re-Synchronization-Info,1411,7.3.15,OctetString,"M,V",,,
Immediate-Response-Preferred,1412,7.3.16,Unsigned32,"M,V",,,
Authentication-Info,1413,7.3.17,Grouped,"M,V",,,
E-UTRAN-Vector,1414,7.3.18,Grouped,"M,V",,,
UTRAN-Vector,1415,7.3.19,Grouped,"M,V",,,
GERAN-Vector,1416,7.3.20,Grouped,"M,V",,,
Network-Access-Mode,1417,7.3.21,Enumerated,"M,V",,,
HPLMN-ODB,1418,7.3.22,Unsigned32,"M,V",,,
Item-Number,1419,7.3.23,Unsigned32,"M,V",,,
Cancellation-Type,1420,7.3.24,Enumerated,"M,V",,,
DSR-Flags,1421,7.3.25,Unsigned32,"M,V",,,
DSA-Flags,1422,7.3.26,Unsigned32,"M,V",,,
Context-Identifier,1423,7.3.27,Unsigned32,"M,V",,,
Subscriber-Status,1424,7.3.29,Enumerated,"M,V",,,
Operator-Determined-Barring,1425,7.3.30,Unsigned32,"M,V",,,
Access-Restriction-Data,1426,7.3.31,Unsigned32,"M,V",,,
APN-OI-Replacement,1427,7.3.32,UTF8String,"M,V",,,
All-APN-Configurations-Included-Indicator,1428,7.3.33,Enumerated,"M,V",,,
APN-Configuration-Profile,1429,7.3.34,Grouped,"M,V",,,
APN-Configuration,1430,7.3.35,Grouped,"M,V",,,
EPS-Subscribed-QoS-Profile,1431,7.3.37,Grouped,"M,V",,,
VPLMN-Dynamic-Address-Allowed,1432,7.3.38,Enumerated,"M,V",,,
STN-SR,1433,7.3.39,OctetString,"M,V",,,
Alert-Reason,1434,7.3.83,Enumerated,"M,V",,,
AMBR,1435,7.3.41,Grouped,"M,V",,,
CSG-Subscription-Data,1436,7.3.78,Grouped,"M,V",,,
CSG-Id,1437,7.3.79,Unsigned32,"M,V",,,
PDN-GW-Allocation-Type,1438,7.3.44,Enumerated,"M,V",,,
Expiration-Date,1439,7.3.80,Time,"M,V",,,
RAT-Frequency-Selection-Priority-ID,1440,7.3.46,Unsigned32,"M,V",,,
IDA-Flags,1441,7.3.47,Unsigned32,"M,V",,,
PUA-Flags,1442,7.3.48,Unsigned32,"M,V",,,
NOR-Flags,1443,7.3.49,Unsigned32,"M,V",,,
User-Id,1444,7.3.50,UTF8String,V,,,M
Equipment-Status,1445,7.3.51,Enumerated,"M,V",,,
Regional-Subscription-Zone-Code,1446,7.3.52,OctetString,"M,V",,,
RAND,1447,7.3.53,OctetString,"M,V",,,
XRES,1448,7.3.54,OctetString,"M,V",,,
AUTN,1449,7.3.55,OctetString,"M,V",,,
KASME,1450,7.3.56,OctetString,"M,V",,,
Trace-Collection-Entity,1452,7.3.98,Address,"M,V",,,
Kc,1453,7.3.59,OctetString,"M,V",,,
SRES,1454,7.3.60,OctetString,"M,V",,,
PDN-Type,1456,7.3.62,Enumerated,"M,V",,,
Roaming-Restricted-Due-To-Unsupported-Feature,1457,7.3.81,Enumerated,"M,V",,,
Trace-Data,1458,7.3.63,Grouped,"M,V",,,
Trace-Reference,1459,7.3.64,OctetString,"M,V",,,
Trace-Depth,1462,7.3.67,Enumerated,"M,V",,,
Trace-NE-Type-List,1463,7.3.68,OctetString,"M,V",,,
Trace-Interface-List,1464,7.3.69,OctetString,"M,V",,,
Trace-Event-List,1465,7.3.70,OctetString,"M,V",,,
OMC-Id,1466,7.3.71,OctetString,"M,V",,,
GPRS-Subscription-Data,1467,7.3.72,Grouped,"M,V",,,
Complete-Data-List-Included-Indicator,1468,7.3.73,Enumerated,"M,V",,,
PDP-Context,1469,7.3.74,Grouped,"M,V",,,
PDP-Type,1470,7.3.75,OctetString,"M,V",,,
3GPP2-MEID,1471,7.3.6,OctetString,"M,V",,,
Specific-APN-Info,1472,7.3.82,Grouped,"M,V",,,
LCS-Info,1473,7.3.84,Grouped,"M,V",,,
GMLC-Number,1474,7.3.85,OctetString,"M,V",,,
LCS-PrivacyException,1475,7.3.86,Grouped,"M,V",,,
SS-Code,1476,7.3.87,OctetString,"M,V",,,
# Note: 3GPP TS 29.272 V12.5.0 (2014-06) Table 7.3.1/1,,,,,,,
# changed row SS-Status (1477) to be OctetString instead of Grouped.,,,,,,,
# Clause 7.3.88 already described SS-Status (1147) as OctetString.,,,,,,,
# ,,,,,,,
# Change-1.4.0: SS-Status (1477) type changed from Grouped to OctetString.,,,,,,,
SS-Status,1477,7.3.88,OctetString,"M,V",,,
Notification-To-UE-User,1478,7.3.89,Enumerated,"M,V",,,
External-Client,1479,7.3.90,Grouped,"M,V",,,
Client-Identity,1480,7.3.91,OctetString,"M,V",,,
GMLC-Restriction,1481,7.3.92,Enumerated,"M,V",,,
PLMN-Client,1482,7.3.93,Enumerated,"M,V",,,
Service-Type,1483,7.3.94,Grouped,"M,V",,,
ServiceTypeIdentity,1484,7.3.95,Unsigned32,"M,V",,,
MO-LR,1485,7.3.96,Grouped,"M,V",,,
Teleservice-List,1486,7.3.99,Grouped,"M,V",,,
TS-Code,1487,7.3.100,OctetString,"M,V",,,
# Note: 3GPP TS 29.272 V12.4.0 (2014-03) renamed,,,,,,,
# Call-Barring-Infor-List (1488) to Call-Barring-Info (1488).,,,,,,,
# ,,,,,,,
# Change-1.4.0: Call-Barring-Infor-List (1488) renamed to Call-Barring-Info (1488).,,,,,,,
Call-Barring-Info,1488,7.3.101,Grouped,"M,V",,,
SGSN-Number,1489,7.3.102,OctetString,"M,V",,,
IDR-Flags,1490,7.3.103,Unsigned32,"M,V",,,
ICS-Indicator,1491,7.3.104,Enumerated,V,,,M
IMS-Voice-Over-PS-Sessions-Supported,1492,7.3.106,Enumerated,V,,,M
Homogeneous-Support-of-IMS-Voice-Over-PS-Sessions,1493,7.3.107,Enumerated,V,,,M
Last-UE-Activity-Time,1494,7.3.108,Time,V,,,M
EPS-User-State,1495,7.3.110,Grouped,V,,,M
EPS-Location-Information,1496,7.3.111,Grouped,V,,,M
MME-User-State,1497,7.3.112,Grouped,V,,,M
SGSN-User-State,1498,7.3.113,Grouped,V,,,M
User-State,1499,7.3.114,Enumerated,V,,,M
# Note: 3GPP TS 29.272 Table 7.3.1/1 row MME-Location-Information (1600),,,,,,,
# incorrectly has a space instead of hyphen in the name.,,,,,,,
# ,,,,,,,
# Change-1.4.0: MME-LocationInformation (1600) renamed to MME-Location-Information(1600).,,,,,,,
MME-Location-Information,1600,7.3.115,Grouped,V,,,M
SGSN-Location-Information,1601,7.3.116,Grouped,V,,,M
E-UTRAN-Cell-Global-Identity,1602,7.3.117,OctetString,V,,,M
Tracking-Area-Identity,1603,7.3.118,OctetString,V,,,M
Cell-Global-Identity,1604,7.3.119,OctetString,V,,,M
Routing-Area-Identity,1605,7.3.120,OctetString,V,,,M
Location-Area-Identity,1606,7.3.121,OctetString,V,,,M
Service-Area-Identity,1607,7.3.122,OctetString,V,,,M
Geographical-Information,1608,7.3.123,OctetString,V,,,M
Geodetic-Information,1609,7.3.124,OctetString,V,,,M
Current-Location-Retrieved,1610,7.3.125,Enumerated,V,,,M
Age-Of-Location-Information,1611,7.3.126,Unsigned32,V,,,M
Active-APN,1612,7.3.127,Grouped,V,,,M
Error-Diagnostic,1614,7.3.128,Enumerated,V,,,M
Ext-PDP-Address,1621,7.3.129,Address,V,,,M
UE-SRVCC-Capability,1615,7.3.130,Enumerated,V,,,M
MPS-Priority,1616,7.3.131,Unsigned32,V,,,M
VPLMN-LIPA-Allowed,1617,7.3.132,Enumerated,V,,,M
LIPA-Permission,1618,7.3.133,Enumerated,V,,,M
Subscribed-Periodic-RAU-TAU-Timer,1619,7.3.134,Unsigned32,V,,,M
Ext-PDP-Type,1620,7.3.75A,OctetString,V,,,M
SIPTO-Permission,1613,7.3.135,Enumerated,V,,,M
MDT-Configuration,1622,7.3.136,Grouped,V,,,M
Job-Type,1623,7.3.137,Enumerated,V,,,M
Area-Scope,1624,7.3.138,Grouped,V,,,M
List-Of-Measurements,1625,7.3.139,Unsigned32,V,,,M
Reporting-Trigger,1626,7.3.140,Unsigned32,V,,,M
Report-Interval,1627,7.3.141,Enumerated,V,,,M
Report-Amount,1628,7.3.142,Enumerated,V,,,M
Event-Threshold-RSRP,1629,7.3.143,Unsigned32,V,,,M
Event-Threshold-RSRQ,1630,7.3.144,Unsigned32,V,,,M
Logging-Interval,1631,7.3.145,Enumerated,V,,,M
Logging-Duration,1632,7.3.146,Enumerated,V,,,M
Relay-Node-Indicator,1633,7.3.147,Enumerated,V,,,M
MDT-User-Consent,1634,7.3.148,Enumerated,V,,,M
PUR-Flags,1635,7.3.149,Unsigned32,V,,,M
Subscribed-VSRVCC,1636,7.3.150,Enumerated,V,,,M
Equivalent-PLMN-List,1637,7.3.151,Grouped,V,,,M
CLR-Flags,1638,7.3.152,Unsigned32,V,,,M
UVR-Flags,1639,7.3.153,Unsigned32,"M,V",,,
UVA-Flags,1640,7.3.154,Unsigned32,"M,V",,,
VPLMN-CSG-Subscription-Data,1641,7.3.155,Grouped,"M,V",,,
Time-Zone,1642,7.3.163,UTF8String,V,,,M
A-MSISDN,1643,7.3.157,OctetString,V,,,M
MME-Number-for-MT-SMS,1645,7.3.159,OctetString,V,,,M
SMS-Register-Request,1648,7.3.162,Enumerated,V,,,M
Local-Time-Zone,1649,7.3.156,Grouped,V,,,M
Daylight-Saving-Time,1650,7.3.164,Enumerated,V,,,M
Subscription-Data-Flags,1654,7.3.165,Unsigned32,V,,,M
# Note: 3GPP TS 29.272 V12.9.0 (2015-12) changed AVP code of,,,,,,,
# Measurement-Period-LTE (1655) from 1656.,,,,,,,
# ,,,,,,,
# Change-1.4.0: Measurement-Period-LTE (1656) code changed to Measurement-Period-LTE (1655).,,,,,,,
Measurement-Period-LTE,1655,7.3.166,Enumerated,V,,,M
# Note: 3GPP TS 29.272 V12.9.0 (2015-12) changed AVP code of,,,,,,,
# Measurement-Period-UMTS (1656) from 1655.,,,,,,,
# ,,,,,,,
# Change-1.4.0: Measurement-Period-UMTS (1655) code changed to Measurement-Period-UMTS (1656).,,,,,,,
Measurement-Period-UMTS,1656,7.3.167,Enumerated,V,,,M
Collection-Period-RRM-LTE,1657,7.3.168,Enumerated,V,,,M
Collection-Period-RRM-UMTS,1658,7.3.169,Enumerated,V,,,M
Positioning-Method,1659,7.3.170,OctetString,V,,,M
Measurement-Quantity,1660,7.3.171,OctetString,V,,,M
Event-Threshold-Event-1F,1661,7.3.172,Integer32,V,,,M
Event-Threshold-Event-1I,1662,7.3.173,Integer32,V,,,M
Restoration-Priority,1663,7.3.174,Unsigned32,V,,,M
SGs-MME-Identity,1664,7.3.175,UTF8String,V,,,M
SIPTO-Local-Network-Permission,1665,7.3.176,Unsigned32,V,,,M
Coupled-Node-Diameter-ID,1666,7.3.177,DiameterIdentity,V,,,M
WLAN-offloadability,1667,7.3.181,Grouped,V,,,M
WLAN-offloadability-EUTRAN,1668,7.3.182,Unsigned32,V,,,M
WLAN-offloadability-UTRAN,1669,7.3.183,Unsigned32,V,,,M
Reset-ID,1670,7.3.184,OctetString,V,,,M
MDT-Allowed-PLMN-Id,1671,7.3.185,OctetString,V,,,M
Adjacent-PLMNs,1672,7.3.186,Grouped,V,,,M
Adjacent-Access-Restriction-Data,1673,7.3.187,Grouped,V,,,M
DL-Buffering-Suggested-Packet-Count,1674,7.3.188,Integer32,V,,,M
IMSI-Group-Id,1675,7.3.189,Grouped,V,,,M
Group-Service-Id,1676,7.3.190,Unsigned32,V,,,M
Group-PLMN-Id,1677,7.3.191,OctetString,V,,,M
Local-Group-Id,1678,7.3.192,OctetString,V,,,M
AIR-Flags,1679,7.3.201,Unsigned32,V,,,M
UE-Usage-Type,1680,7.3.202,Unsigned32,V,,,M
Non-IP-PDN-Type-Indicator,1681,7.3.204,Enumerated,V,,,M
Non-IP-Data-Delivery-Mechanism,1682,7.3.205,Unsigned32,V,,,M
# Note: 3GPP TS 29.272 Table 7.3.1/1 row Additional-Context-ID (1683) has,,,,,,,
"# incorrect name and should be ""Additional-Context-Identifier"" per clause 7.3.206.",,,,,,,
# ,,,,,,,
# Fix: Additional-Context-ID (1683) renamed to Additional-Context-Identifier (1683).,,,,,,,
Additional-Context-Identifier,1683,7.3.206,Unsigned32,V,,,M
SCEF-Realm,1684,7.3.207,DiameterIdentity,V,,,M
Subscription-Data-Deletion,1685,7.3.208,Grouped,V,,,M
# Note: 3GPP TS 29.272 Table 7.3.1/1 row Preferred-Data-Mode (1686),,,,,,,
"# incorrectly has value type Grouped instead of Unsigned32,",,,,,,,
# conflicting with clause 7.3.209.,,,,,,,
# ,,,,,,,
# Fix: Preferred-Data-Mode (1686) type changed from Grouped to Unsigned32.,,,,,,,
Preferred-Data-Mode,1686,7.3.209,Unsigned32,V,,,M
Emergency-Info,1687,7.3.210,Grouped,V,,,M
V2X-Subscription-Data,1688,7.3.212,Grouped,V,,,M
V2X-Permission,1689,7.3.213,Unsigned32,V,,,M
PDN-Connection-Continuity,1690,7.3.214,Unsigned32,V,,,M
eDRX-Cycle-Length,1691,7.3.215,Grouped,V,,,M
eDRX-Cycle-Length-Value,1692,7.3.216,OctetString,V,,,M
UE-PC5-AMBR,1693,7.3.217,Unsigned32,V,,,M
MBSFN-Area,1694,7.3.219,Grouped,V,,,M
MBSFN-Area-ID,1695,7.3.220,Unsigned32,V,,,M
Carrier-Frequency,1696,7.3.221,Unsigned32,V,,,M
RDS-Indicator,1697,7.3.222,Enumerated,V,,,M
Service-Gap-Time,1698,7.3.223,Unsigned32,V,,,M
Aerial-UE-Subscription-Information,1699,7.3.224,Unsigned32,V,,,M
Broadcast-Location-Assistance-Data-Types,1700,7.3.225,Unsigned64,V,,,M
Paging-Time-Window,1701,7.3.226,Grouped,V,,,M
Operation-Mode,1702,7.3.227,Unsigned32,V,,,M
Paging-Time-Window-Length,1703,7.3.228,OctetString,V,,,M
Core-Network-Restrictions,1704,7.3.230,Unsigned32,V,,,M
eDRX-Related-RAT,1705,7.3.229,Grouped,V,,,M
Interworking-5GS-Indicator,1706,7.3.231,Enumerated,V,,,M
,,,,,,,
@standard,3GPP TS 29.273,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 V15.4.0 (2019-09),,,,,,,
# Evolved Packet System (EPS);,,,,,,,
# 3GPP EPS AAA interfaces,,,,,,,
# ,,,,,,,
# From 3GPP 29273-f40.docx,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 5.2.3.1/1: Diameter STa AVPs,,,,,,,
# ,,,,,,,
# Note: AVPs referenced from other sources are not added here.,,,,,,,
#=,,,,,,,
#,,,,,,,
ANID,1504,5.2.3.7,UTF8String,"M,V",,,P
AN-Trusted,1503,5.2.3.9,Enumerated,"M,V",,,P
MIP-FA-RK,1506,5.2.3.12,OctetString,"M,V",,,P
MIP-FA-RK-SPI,1507,5.2.3.13,Unsigned32,"M,V",,,P
Full-Network-Name,1516,5.2.3.14,OctetString,V,,,"M,P"
Short-Network-Name,1517,5.2.3.15,OctetString,V,,,"M,P"
WLAN-Identifier,1509,5.2.3.18,Grouped,V,,,"M,P"
AAA-Failure-Indication,1518,8.2.3.21,Unsigned32,V,,,"M,P"
Transport-Access-Type,1519,5.2.3.19,Enumerated,V,,,"M,P"
DER-Flags,1520,5.2.3.20,Unsigned32,V,,,"M,P"
DEA-Flags,1521,5.2.3.21,Unsigned32,V,,,"M,P"
SSID,1524,5.2.3.22,UTF8String,V,,,"M,P"
HESSID,1525,5.2.3.23,UTF8String,V,,,"M,P"
Access-Network-Info,1526,5.2.3.24,Grouped,V,,,"M,P"
TWAN-Connection-Mode,1527,5.2.3.25,Unsigned32,V,,,"M,P"
TWAN-Connectivity-Parameters,1528,5.2.3.26,Grouped,V,,,"M,P"
Connectivity-Flags,1529,5.2.3.27,Unsigned32,V,,,"M,P"
TWAN-PCO,1530,5.2.3.28,OctetString,V,,,"M,P"
TWAG-CP-Address,1531,5.2.3.29,Address,V,,,"M,P"
TWAG-UP-Address,1532,5.2.3.30,UTF8String,V,,,"M,P"
TWAN-S2a-Failure-Cause,1533,5.2.3.31,Unsigned32,V,,,"M,P"
SM-Back-Off-Timer,1534,5.2.3.32,Unsigned32,V,,,"M,P"
WLCP-Key,1535,5.2.3.33,OctetString,V,,,"M,P"
Emergency-Services,1538,7.2.3.4,Unsigned32,V,,,"M,P"
IMEI-Check-In-VPLMN-Result,1540,5.2.3.35,Unsigned32,V,,,"M,P"
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 6.2.3.1/1: Diameter SWd AVPs,,,,,,,
# ,,,,,,,
# Note: No AVPs are first defined in this table.,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 7.2.3.1/1: Diameter SWm AVPs,,,,,,,
# ,,,,,,,
# Note: AVPs referenced from other sources are not added here.,,,,,,,
#=,,,,,,,
#,,,,,,,
Trace-Info,1505,8.2.3.1.3,Grouped,V,,,"M,P"
AAR-Flags,1539,7.2.3.5,Unsigned32,V,,,"M,P"
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 8.2.3.0/1: Diameter SWx AVPs,,,,,,,
# ,,,,,,,
# Note: AVPs referenced from other sources are not added here.,,,,,,,
#=,,,,,,,
#,,,,,,,
Non-3GPP-User-Data,1500,8.2.3.1,Grouped,"M,V",,,P
Non-3GPP-IP-Access,1501,8.2.3.3,Enumerated,"M,V",,,P
Non-3GPP-IP-Access-APN,1502,8.2.3.4,Enumerated,"M,V",,,P
PPR-Flags,1508,8.2.3.17,Unsigned32,V,,,"M,P"
TWAN-Default-APN-Context-Id,1512,8.2.3.18,Unsigned32,V,,,"M,P"
TWAN-Access-Info,1510,8.2.3.19,Grouped,V,,,"M,P"
Access-Authorization-Flags,1511,8.2.3.20,Unsigned32,V,,,"M,P"
3GPP-AAA-Server-Name,318,8.2.3.24,DiameterIdentity,"M, V",,,P
ERP-Authorization,1541,8.2.3.27,Unsigned32,V,,,"M,P"
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 9.2.3.1.1/1: Diameter S6b AVPs for DSMIPv6,,,,,,,
# ,,,,,,,
# Note: AVPs referenced from other sources are not added here.,,,,,,,
#=,,,,,,,
#,,,,,,,
RAR-Flags,1522,9.2.3.1.5,Unsigned32,V,,,"M,P"
# Note: Trust-Relationship-Update (1515) Enumerated removed in 3GPP TS 29.273 V11.4.0 (2012-12).,,,,,,,
#,,,,,,,
DER-S6b-Flags,1523,9.2.3.7,Unsigned32,V,,,"M,P"
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 9.2.3.2.1/1: Diameter S6b AVPs for PMIPv6 or GTPv2,,,,,,,
# ,,,,,,,
# Note: AVPs referenced from other sources are not added here.,,,,,,,
#=,,,,,,,
#,,,,,,,
Origination-Time-Stamp,1536,9.2.3.2.6,Unsigned64,V,,,"M,P"
Maximum-Wait-Time,1537,9.2.3.2.7,Unsigned32,V,,,"M,P"
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.273 Table 9.2.3.6.1/1: Diameter S6b AVPs for MIPv4 FACoA,,,,,,,
# ,,,,,,,
# Note: No AVPs are first defined in this table.,,,,,,,
#=,,,,,,,
#,,,,,,,
,,,,,,,
@standard,3GPP TS 29.283,,,,,,
#=,,,,,,,
# 3GPP TS 29.283 V15.1.0 (2019-09),,,,,,,
# Diameter Data Management Applications,,,,,,,
# ,,,,,,,
# From 3GPP 29283-f10.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
"# 3GPP TS 29.283 Table 7.3.1-1: MCPTT-2, MCVideo-2, MCData-2 and CSC-13 specific Diameter AVPs",,,,,,,
#=,,,,,,,
#,,,,,,,
MCPTT-ID,4500,7.3.2,UTF8String,"M, V",,,
Data-Identification,4501,7.3.3,Grouped,"M, V",,,
Data-Identification-Prefix,4502,7.3.11,Unsigned32,"M,V",,,
Data-Identification-Flags,4503,7.3.12,Unsigned64,"M,V",,,
DPR-Flags,4504,7.3.13,Unsigned32,"M,V",,,
DPA-Flags,4505,7.3.14,Unsigned32,"M,V",,,
DUR-Flags,4506,7.3.15,Unsigned32,"M,V",,,
DUA-Flags,4507,7.3.16,Unsigned32,"M,V",,,
NDR-Flags,4508,7.3.17,Unsigned32,"M,V",,,
NDA-Flags,4509,7.3.18,Unsigned32,"M,V",,,
User-Data-Id,4510,7.3.19,Unsigned32,"M,V",,,
MC-Service-User-Profile-Data,4511,7.3.20,Grouped,"M,V",,,
# Note: Name conflict with 3GPP TS 29.140 Sequence-Number (1107).,,,,,,,
# and 3GPP TS 29.329 Sequence-Number (716).,,,,,,,
# 3GPP TS 29.140 V6.1.0 (2005-06) allocated Sequence-Number (1107).,,,,,,,
# 3GPP TS 29.329 V10.0.0 (2010-09) CR 0163 added Sequence-Number (716).,,,,,,,
# 3GPP TS 29.283 V13.1.0 (2016-06) allocated Sequence-Number (4512).,,,,,,,
# ,,,,,,,
# Fix: Sequence-Number (4512) renamed to Sequence-Number-29.283 (4512).,,,,,,,
Sequence-Number-29.283,4512,7.3.21,Unsigned32,"M,V",,,
Data,4513,7.3.22,Grouped,"M,V",,,
MCVideo-ID,4514,7.3.24,UTF8String,V,,,M
MCData-ID,4515,7.3.25,UTF8String,V,,,M
,,,,,,,
@standard,3GPP TS 29.329,,,,,,
#=,,,,,,,
# 3GPP TS 29.329 V15.2.0 (2019-09),,,,,,,
# Sh Interface based on the Diameter protocol;,,,,,,,
# Protocol details,,,,,,,
# ,,,,,,,
# From 3GPP 29329-f20.doc,,,,,,,
#=,,,,,,,
#,,,,,,,
#=,,,,,,,
# 3GPP TS 29.329 Table 6.3.1: Table 6.3.1: Diameter Multimedia Application AVPs,,,,,,,
# ,,,,,,,
# Note: AVPs referenced from other sources are not added here.,,,,,,,
#=,,,,,,,
#,,,,,,,
User-Identity,700,6.3.1,Grouped,"M, V",,,
MSISDN,701,6.3.2,OctetString,"M, V",,,
# Note: Name conflict with 3GPP TS 29.229 User-Data (606).,,,,,,,
# 3GPP TS 29.229 V6.2.0 (2004-09) allocated User-Data (606).,,,,,,,
# 3GPP TS 29.329 V6.2.0 (2004-09) allocated User-Data (702).,,,,,,,
# ,,,,,,,
# Fix: User-Data (702) renamed to User-Data-29.329 (702).,,,,,,,
User-Data-29.329,702,6.3.3,OctetString,"M, V",,,
Data-Reference,703,6.3.4,Enumerated,"M, V",,,
Service-Indication,704,6.3.5,OctetString,"M, V",,,
Subs-Req-Type,705,6.3.6,Enumerated,"M, V",,,
Requested-Domain,706,6.3.7,Enumerated,"M, V",,,
Current-Location,707,6.3.8,Enumerated,"M, V",,,
Identity-Set,708,6.3.10,Enumerated,V,,,M
Expiry-Time,709,6.3.16,Time,V,,,M
Send-Data-Indication,710,6.3.17,Enumerated,V,,,M
DSAI-Tag,711,6.3.18,OctetString,"M, V",,,
One-Time-Notification,712,6.3.22,Enumerated,V,,,M
Requested-Nodes,713,6.3.7A,Unsigned32,V,,,M
Serving-Node-Indication,714,6.3.23,Enumerated,V,,,M
Repository-Data-ID,715,6.3.24,Grouped,V,,,M
# Note: Name conflict with 3GPP TS 29.140 Sequence-Number (1107),,,,,,,
# and 3GPP TS 29.283 Sequence-Number (4512).,,,,,,,
# 3GPP TS 29.140 V6.1.0 (2005-06) allocated Sequence-Number (1107).,,,,,,,
# 3GPP TS 29.329 V10.0.0 (2010-09) CR 0163 added Sequence-Number (716).,,,,,,,
# 3GPP TS 29.283 V13.1.0 (2016-06) allocated Sequence-Number (4512).,,,,,,,
Sequence-Number,716,6.3.25,Unsigned32,V,,,M
Pre-paging-Supported,717,6.3.26,Enumerated,V,,,M
